"Emulating Wireless Networks with High Fidelity RF Interference Modeling","T. Schucker; T. Bose; B. Ryu","EpiSci, San Jose, CA; EpiSci and Electrical and Computer Engineering, University of Arizona, Tucson, AZ; EpiSci, San Jose, CA","MILCOM 2018 - 2018 IEEE Military Communications Conference (MILCOM)","","2018","","","822","828","","","","10.1109/MILCOM.2018.8599761","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8599761","Link-16;CORE;EMANE;Network Emulation;Electronic Warfare;Tactical Data Link","","jamming;military communication;military computing;public domain software;radiofrequency interference;statistical analysis","EMANE software;open source CORE;Link-16;pairwise RX-TX representation;emulation performance;network packet loss;base EMANE processing;statistical approach;emulated network;high-fidelity RF interference;hostile jammers;allied communications;wireless tactical data links;wireless networks","","","","","","","","IEEE","IEEE Conferences"
"Emulation of Large-Scale LTE Networks in NS-3 and CORE: A Distributed Approach","A. Sabbah; A. Jarwan; I. Al-Shiab; M. Ibnkahla; M. Wang","Communications Research Centre (CRC) - Innovation, Science, and Economic Development (ISED) Canada, Ottawa, ON, K2H 8S2, Canada; Department of Systems and Computer Engineering, Carleton University, Ottawa, ON, K1S 5B6, Canada; Department of Systems and Computer Engineering, Carleton University, Ottawa, ON, K1S 5B6, Canada; Department of Systems and Computer Engineering, Carleton University, Ottawa, ON, K1S 5B6, Canada; Communications Research Centre (CRC) - Innovation, Science, and Economic Development (ISED) Canada, Ottawa, ON, K2H 8S2, Canada","MILCOM 2018 - 2018 IEEE Military Communications Conference (MILCOM)","","2018","","","1","6","","","","10.1109/MILCOM.2018.8599762","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8599762","LTE;CORE;NS-3;LENA;MPI;Distributed Topology;3GPP;Emulation;Simulation Speed up","Long Term Evolution;Network topology;Topology;Computational modeling;Synchronization;Real-time systems;Emulation","Long Term Evolution;message passing;protocols;real-time systems;telecommunication security;telecommunication standards;telecommunication traffic","distributed implementation;wall-clock time;Hardware-In-the Loop;Common Open Research Emulator;MPI protocol;Message Passing Interface;CORE;LTE networks;Network Simulator;Mission-Critical Networks;NS-3;real-time emulation","","","","","","","","IEEE","IEEE Conferences"
"On the Defense Against Adversarial Examples Beyond the Visible Spectrum","A. Ortiz; O. Fuentes; D. Rosario; C. Kiekintveld","Computer Science Department, The University of Texas at El Paso; Computer Science Department, The University of Texas at El Paso; Image Processing Branch, U.S. Army Research Laboratory; Computer Science Department, The University of Texas at El Paso","MILCOM 2018 - 2018 IEEE Military Communications Conference (MILCOM)","","2018","","","1","5","","","","10.1109/MILCOM.2018.8599763","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8599763","Adversarial Examples;Adversarial Machine Learning;Multispectral Imagery;Defenses","Detectors;Training;Machine learning;Semantics;Image segmentation;Computational modeling;Perturbation methods","geophysical image processing;geophysical signal processing;image classification;image segmentation;learning (artificial intelligence);neural nets;remote sensing","ML systems;test time;ML models;multispectral imagery;hyperspectral data space;military communities;investment portfolios;multispectral sensing;hyperspectral remote sensing;military community;adversarial threat;ML training strategies;art artificial neural networks;adversarial detection network;domain specific knowledge;adversarial training;adversarial spectral rule-based detection;Digital Globe's WorldView-3 satellite 16-band imagery;adversarial examples;visible spectrum;machine learning models;RGB images;adversarial attacks;potential cyber threat","","","","","","","","IEEE","IEEE Conferences"
"Design and Performance Evaluation of High-Capacity Mobile Troposcatter Links Under Mobility, Frequency Selectivity, and Antenna Pointing Errors","R. Annavajjala; J. Zagami","Draper Laboratory, Cambridge, MA, USA; Draper Laboratory, Cambridge, MA, USA","MILCOM 2018 - 2018 IEEE Military Communications Conference (MILCOM)","","2018","","","1","9","","","","10.1109/MILCOM.2018.8599764","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8599764","beyond Los communication;trans-horizon links;troposcatter propagation;antenna pointing errors;fading resistant waveforms;single-carrier block modulation","Meteorology;Transmitting antennas;Propagation losses;Receiving antennas;Signal to noise ratio","diversity reception;mobility management (mobile radio);modulation coding;multipath channels;receiving antennas;transmitting antennas","high-capacity mobile troposcatter links;frequency selectivity;antenna pointing error;spectrally-efficient mobile troposcatter links;frequency-selectivity;antenna pointing beams;ITD troposcatter stationary path loss model;mobile troposcatter channels;path-loss fluctuations;nonideal transmit-receive antenna;log-normal model;log-Laplacian model;single-carrier block modulation;pseudorandom diversity transform;fading resistant transmit waveform;Doppler diversity;physical layer retransmission protocols;modulation schemes;coding schemes;bandwidth 20.0 MHz","","","","","","","","IEEE","IEEE Conferences"
"Routing, Network Coding and TCP Support for Wideband HF Communications","T. Erpek; Y. E. Sagduyu; Y. Shi; M. Costa; K. Davaslioglu; H. Han; D. Fayette; E. Johnson; E. Bentley; C. Banner","Intelligent Automation, Inc., Rockville, MD, 20878, USA; Intelligent Automation, Inc., Rockville, MD, 20878, USA; Intelligent Automation, Inc., Rockville, MD, 20878, USA; Intelligent Automation, Inc., Rockville, MD, 20878, USA; Intelligent Automation, Inc., Rockville, MD, 20878, USA; Intelligent Automation, Inc., Rockville, MD, 20878, USA; Intelligent Automation, Inc., Rockville, MD, 20878, USA; New Mexico State University, Las Cruces, NM, 88003, USA; U.S. Air Force Research Laboratory, RITF, Rome, NY, 13441, USA; AFLCMC/HNAA, Hanscom AFB, MA, 01731, USA","MILCOM 2018 - 2018 IEEE Military Communications Conference (MILCOM)","","2018","","","157","162","","","","10.1109/MILCOM.2018.8599765","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8599765","HF communications;WBHF;network simulator;routing;packet coding;TPC;PEP;multicast","Protocols;Reliability;Throughput;Routing;Signal to noise ratio;Relays;Logic gates","HF radio propagation;military communication;telecommunication network reliability;telecommunication traffic;transport protocols;wireless channels","WBHF network simulator;TCP;transmission control protocol;high frequency communications;network coding;integrated HF channel simulator models;network protocols;WBHF communications;transport layer solutions;WBHF technologies","","1","","","","","","IEEE","IEEE Conferences"
"A Noise-Masking Physical Layer Security Technique for MIMO Communications Systems","L. C. Robert Sellin; F. Kragh","Naval Postgraduate School, Monterey, California, 93943; Naval Postgraduate School, Monterey, California, 93943","MILCOM 2018 - 2018 IEEE Military Communications Conference (MILCOM)","","2018","","","536","540","","","","10.1109/MILCOM.2018.8599766","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8599766","","Transmitters;Channel state information;Security;MIMO communication;Receiving antennas","equalisers;mathematical analysis;MIMO communication;numerical analysis;space-time block codes;telecommunication security","noise-masking physical layer security technique;MIMO communications systems;noise-masking method;channel state information;specific masking signal;space-time block-coded signal;multiple-input multiple-output communication system;equalization process;mathematical analysis;numerical simulation","","","","","","","","IEEE","IEEE Conferences"
"Applying Periodic Retraining to Survival Analysis-Based Dynamic Spectrum Access Algorithms","M. V. Lipski; R. M. Narayanan","The Pennsylvania State University, University Park, PA, 16802, USA; The Pennsylvania State University, University Park, PA, 16802, USA","MILCOM 2018 - 2018 IEEE Military Communications Conference (MILCOM)","","2018","","","1","6","","","","10.1109/MILCOM.2018.8599767","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8599767","spectrum sensing;dynamic spectrum access;spectral occupancy;spectrum prediction","Training;Signal processing algorithms;Hazards;Prediction algorithms;Hidden Markov models;Signal processing;Sensors","cognitive radio;radio spectrum management;wireless channels","vacant period lengths;periodic retraining;cumulative hazard function;survival analysis-based dynamic spectrum access algorithms;spectrum scarcity;hierarchical access;simulated spectrum occupancy data;idle time;minimal interference","","1","","","","","","IEEE","IEEE Conferences"
"DCIS Cube: Defining Architecture Building Blocks for Next Generation Deployable IT Systems","M. van Selm; H. Wietgrefe; J. Varanda; D. Janezic","NATO Communications and Information Agency (NCIA), The Hague, PO Box 174, CD, 2501, The Netherlands; NATO Communications and Information Agency (NCIA), The Hague, PO Box 174, CD, 2501, The Netherlands; NATO Communications and Information Agency (NCIA), The Hague, PO Box 174, CD, 2501, The Netherlands; NATO Communications and Information Agency (NCIA), The Hague, PO Box 174, CD, 2501, The Netherlands","MILCOM 2018 - 2018 IEEE Military Communications Conference (MILCOM)","","2018","","","679","684","","","","10.1109/MILCOM.2018.8599768","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8599768","NATO;Alliance;Architecture Building Blocks;ArchiMate;virtualization;software defined;Infrastructure as a Service;Orchestration;Cloud;FMN;PCN;TOSCA","Computer architecture;Hardware;Software;Architecture;Cloud computing;Virtualization","cloud computing;government data processing;software architecture;storage area networks","NATO;orchestration elements;infrastructure as a services;IaaS;deployable multimedia services;next generation deployable IT systems;software configuration;standard hardware building blocks;information assurance services;information technology services;DCIS Cube architecture building blocks;vendor neutral architecture definition","","","","","","","","IEEE","IEEE Conferences"
"Communications Performance Based Specification of Phase Noise for SATCOM Systems","A. Vigil; M. D. Rhoades","Systems Technologies, Inc., Orlando, FL, 32826, USA; U.S. Army Space and Missile Defense Command/Army Forces Strategic Command (USASMDC/ARSTRAT), Peterson AFB, CO, 80914, USA","MILCOM 2018 - 2018 IEEE Military Communications Conference (MILCOM)","","2018","","","296","302","","","","10.1109/MILCOM.2018.8599769","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8599769","MIL-STD-188-164B;MIL-STD-188-165B;phase noise;SATCOM link;SATCOM modem;SATCOM performance;SATCOM terminal;satellite communications","Phase noise;Modems;Satellites;Military standards;Signal to noise ratio;Spectral efficiency;Performance evaluation","military communication;phase noise;satellite communication","SATCOM link chain;SATCOM waveform performance demand;SATCOM signal chain;satellite communications system;SATCOM systems","","1","","","","","","IEEE","IEEE Conferences"
"On Cooperative Broadcast in MANETs with Imperfect Clock Synchronization","S. Sahin; A. M. Cipriano; C. Poulliat; M. Boucheret","Thales Communications & Security, Gennevilliers, 92230, France; Thales Communications & Security, Gennevilliers, 92230, France; IRIT-ENSEEIHT, University of Toulouse, Toulouse, 31000, France; IRIT-ENSEEIHT, University of Toulouse, Toulouse, 31000, France","MILCOM 2018 - 2018 IEEE Military Communications Conference (MILCOM)","","2018","","","1","7","","","","10.1109/MILCOM.2018.8599770","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8599770","","Ad hoc networks;Receivers;Delays;Mobile computing;Clocks;Synchronization;Decision feedback equalizers","Bayes methods;cooperative communication;equalisers;mobile ad hoc networks;signal processing;statistical analysis;synchronisation;wireless channels","imperfect clock synchronization;nonnegligible propagation delays;equivalent doubly-selective channel;physical layer signal processing;statistical characteristics;power-delay profile;nonlinear FDE;low-complexity frequency domain receivers;MANET;mobile ad-hoc networks;statistical analysis;linear frequency domain equalizer;cooperative transmission channel;frequency domain receivers;cooperative broadcast;cooperative signalling;Bayesian inference","","","","","","","","IEEE","IEEE Conferences"
"Secure Communications Using Blockchain Technology","P. Menegay; J. Salyers; G. College","SynaptiCAD, Blacksburg, VA, USA; SynaptiCAD, Blacksburg, VA, USA; SynaptiCAD, Blacksburg, VA, USA","MILCOM 2018 - 2018 IEEE Military Communications Conference (MILCOM)","","2018","","","599","604","","","","10.1109/MILCOM.2018.8599771","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8599771","blockchain;email;chat;MIPR;public-private key","Blockchain;Electronic mail;Servers;Encryption;Libraries","client-server systems;cryptocurrencies;distributed databases;electronic mail;Internet;protocols;telecommunication network routing;telecommunication security","blockchain technology;MIPR application;blockchain database;transactional communications paradigm;email applications;application-level standard protocols;chat applications;IRC protocol;cryptocurrencies;web-based protocol;secure communications infrastructure;email application;chat application","","","","","","","","IEEE","IEEE Conferences"
"A Brief Introduction to NDN Dataset Synchronization (NDN Sync)","T. Li; W. Shang; A. Afanasyev; L. Wang; L. Zhang","UCLA; UCLA; Florida Int'l University; Univ. Memphis; UCLA","MILCOM 2018 - 2018 IEEE Military Communications Conference (MILCOM)","","2018","","","612","618","","","","10.1109/MILCOM.2018.8599772","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8599772","Named Data Networking;Distributed Data Synchronization","Synchronization;Protocols;Reliability;Receivers;Encoding;Distributed databases;Packet loss","data handling;Internet;military communication;military computing;mobile ad hoc networks;mobile computing;synchronisation;transport protocols","NDN dataset synchronization;NDN Sync;NDN architecture;unique advantages;battlefield communications;TCP/IP;multiparty distributed applications;dataset synchronization protocols;multiparty applications;preliminary suitability assessment;Sync protocols;ad hoc mobile environments;state vectors","","2","","","","","","IEEE","IEEE Conferences"
"On Tracking Realistic Targets in a Megacity with Contested Domain Access","J. Lee; T. Abdelzaher; H. Qiu; R. Govindan; K. Marcus; R. Hobbs; N. Suri; W. Dron","University of Illinois at Urbana-Champaign; University of Illinois at Urbana-Champaign; University of Southern California; University of Southern California; Army Research Lab; Army Research Lab; Army Research Lab; Raytheon BBN Technologies","MILCOM 2018 - 2018 IEEE Military Communications Conference (MILCOM)","","2018","","","743","748","","","","10.1109/MILCOM.2018.8599773","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8599773","","Prediction algorithms;Cameras;Target tracking;Delays;Sensor systems;Urban areas","cameras;decision making;mobile radio;sensor fusion;target tracking;video surveillance","USC campus security cameras;resource savings;realistic target tracking;tracking accuracy;vehicle trajectories;security cameras;Athena;aerial imagery;city environment;city blocks;decision making;information collection;data fusion system;wireless communication;aerial surveillance;US Army;contested domain access;megacity","","","","","","","","IEEE","IEEE Conferences"
"NAC: Automating Access Control via Named Data","Z. Zhang; Y. Yu; S. K. Ramani; A. Afanasyev; L. Zhang","UCLA; UCLA; Florida Int'l University; Florida Int'l University; UCLA","MILCOM 2018 - 2018 IEEE Military Communications Conference (MILCOM)","","2018","","","626","633","","","","10.1109/MILCOM.2018.8599774","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8599774","Named Data Networking;Security;Access Control","Access control;Encryption;Aircraft;Logic gates;Protocols","authorisation;cryptography;Internet","cryptographic key management;NAC design;data confidentiality;decryption keys;NDN;named data networking;name-based access control;attribute-based encryption;ABE","","3","","","","","","IEEE","IEEE Conferences"
"An Environment for Tactical SDN Experimentation","K. M. Marcus; K. S. Chan; R. L. Hardy; P. L. Yu","U.S. Army Research Lab, Adelphi, MD, 20783; U.S. Army Research Lab, Adelphi, MD, 20783; U.S. Army Research Lab, Adelphi, MD, 20783; U.S. Army Research Lab, Adelphi, MD, 20783","MILCOM 2018 - 2018 IEEE Military Communications Conference (MILCOM)","","2018","","","1","9","","","","10.1109/MILCOM.2018.8599775","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8599775","","Emulation;Protocols;Software;Wireless communication;Computer architecture;Quality of service;Communication channels","military communication;military computing;software defined networking;software radio;virtualisation","tactical operating environment;network behavior;military tactical networks;tactical military environments;network emulation;SDN technologies;tactical SDN experimentation;critical mission requirements;austere operational environment;software defined networking concepts;dynamic configuration;SDN military environments;virtualization services","","1","","","","","","IEEE","IEEE Conferences"
"Impact of Header Compression on Tactical Networks","D. Kidston; P. Hugg","Communications Research Centre Canada, Ottawa, Canada; Communications Research Centre Canada, Ottawa, Canada","MILCOM 2018 - 2018 IEEE Military Communications Conference (MILCOM)","","2018","","","1","6","","","","10.1109/MILCOM.2018.8599776","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8599776","multi-cast;multi-hop;header compression;NBWF","Synchronization;Protocols;IP networks;Bandwidth;Routing;Receivers;Wireless communication","military communication;multicast communication;packet radio networks;telecommunication network routing;telecommunication traffic","traditional tactical networks;low bandwidth links;static protocol entries;single-hop unicast traffic;novel multihop multicast header compression scheme;simulated tactical scenario;state information;MMHC;multihop multicast environment;routing layer;Robust Header Compression standard;per-packet ovehead;long lived communication flows","","1","","","","","","IEEE","IEEE Conferences"
"Chirp Spread Spectrum Performance in Low Probability of Intercept Theater","B. G. Mobasseri; K. D. Pham","Villanova University, Electrical & Computer Engineering Dept., Villanova, PA, 19085; Kirtland AFB, Air Force Research Laboratory, Albuquerque, NM, 87117-5776","MILCOM 2018 - 2018 IEEE Military Communications Conference (MILCOM)","","2018","","","329","335","","","","10.1109/MILCOM.2018.8599777","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8599777","","Receivers;Chirp;Signal to noise ratio;Detectors;Wideband;OFDM","chirp modulation;probability;radio receivers;signal detection;spread spectrum communication","signal power;intercept receiver noise floor;signal-to-noise ratio;LPI signal;receiver operating characteristics curves;chirp spread spectrum performance;low probability of intercept theater;matched processing","","","","","","","","IEEE","IEEE Conferences"
"High Bandwidth Electrically Small Antennas Through BFSK Direct Antenna Modulation","J. P. Santos; F. Fereidoony; Y. Huang; Y. E. Wang","Electrical and Computer Engineering Department, University of California Los Angeles, Los Angeles, CA, USA; Electrical and Computer Engineering Department, University of California Los Angeles, Los Angeles, CA, USA; Electrical and Computer Engineering Department, University of California Los Angeles, Los Angeles, CA, USA; Electrical and Computer Engineering Department, University of California Los Angeles, Los Angeles, CA, USA","MILCOM 2018 - 2018 IEEE Military Communications Conference (MILCOM)","","2018","","","1","9","","","","10.1109/MILCOM.2018.8599778","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8599778","electrically small antennas;direct antenna modulation;time-variant antennas","Bandwidth;Switches;Modulation;Switching circuits;Resistance;Transmitting antennas","frequency shift keying;loop antennas;Q-factor","antenna system;antenna size;radiation quality factor;linear-time invariant framework;time-variance;high Q system;input signal;high-bandwidth signal;electrically small antenna;capacitor loaded loop antenna;high data rate transfers;time-variant systems;physical form factor;BFSK direct antenna modulation;high bandwidth electrically small antennas;input binary frequency-shift keying signal;cubic fold;famous Chu limit shows;frequency 50.0 MHz","","","","","","","","IEEE","IEEE Conferences"
"Cooperative Ad Hoc Node Localization with Ground-Level Suburban Measurements via Machine Learning Techniques","A. Polydoros; I. Dagres; C. Kose","National and Kapodistrian University of Athens Athens, Greece; National and Kapodistrian University of Athens Athens, Greece; TrellisWare Technologies, Inc.16516Via Esprillo, Suite300San Diego, CA, 92127-1708","MILCOM 2018 - 2018 IEEE Military Communications Conference (MILCOM)","","2018","","","1","9","","","","10.1109/MILCOM.2018.8599779","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8599779","Localization;MANET;Machine Learning","Machine learning;Global Positioning System;Mobile ad hoc networks;Current measurement;Length measurement;Signal to noise ratio;Estimation","ad hoc networks;Global Positioning System;learning (artificial intelligence);maximum likelihood estimation;mobile radio;time-of-arrival estimation;wireless sensor networks","ad hoc node localization;ground-level suburban measurements;ground-to-ground radio measurements;ad hoc network;in-network node localization;pair-wise signal quality;demodulator SNR;ToA-based range estimates;GPS availability;anchor nodes;specific field-test campaigns;standard maximum-likelihood geo-location metric;straightforward machine-learning tools","","","","","","","","IEEE","IEEE Conferences"
"Security Region Analysis with Artificial Noise Based on Secrecy Outage Probability","L. Mao; Y. Li; T. Li; M. Gao; H. Zhang","Xidian University, State Key Laboratory of Integrated Services Networks, Xi'an, Shaanxi, 710071, China; Xidian University, State Key Laboratory of Integrated Services Networks, Xi'an, Shaanxi, 710071, China; Xidian University, State Key Laboratory of Integrated Services Networks, Xi'an, Shaanxi, 710071, China; Xidian University, State Key Laboratory of Integrated Services Networks, Xi'an, Shaanxi, 710071, China; Xidian University, State Key Laboratory of Integrated Services Networks, Xi'an, Shaanxi, 710071, China","MILCOM 2018 - 2018 IEEE Military Communications Conference (MILCOM)","","2018","","","336","340","","","","10.1109/MILCOM.2018.8599780","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8599780","Physical layer security;security region;artificial noise;secrecy outage probability","Security;Probability;Power system reliability;Receivers;Resource management;Array signal processing","cryptography;probability;telecommunication network reliability;telecommunication security;transmitting antennas","security region analysis;artificial noise;legitimate receiver;legitimate transmitter;closed-form secrecy outage probability expression;eavesdropper channel state location;eavesdropper channel state information;safe transmission interval;transmit antenna number","","","","","","","","IEEE","IEEE Conferences"
"Low Probability of Exploitation Waveform Design Using Barankin Bound Formulation","W. D. Watson; D. J. Couto; J. P. Beaudeau","BAE Systems, Technology Solutions, Sensor Processing and Exploitation, 130 DW Hwy N, Merrimack, NH, 03054; BAE Systems, Technology Solutions, Sensor Processing and Exploitation, 130 DW Hwy N, Merrimack, NH, 03054; BAE Systems, Technology Solutions, Sensor Processing and Exploitation, 130 DW Hwy N, Merrimack, NH, 03054","MILCOM 2018 - 2018 IEEE Military Communications Conference (MILCOM)","","2018","","","1","6","","","","10.1109/MILCOM.2018.8599781","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8599781","range estimation;LPD;LPI;LPE;Barankin Bound;CAF;TDOA;FDOA","Geology;Measurement;Correlation;Mathematical model;Binary phase shift keying;Signal processing algorithms;Receivers","correlation methods;distributed sensors;probability;sensor fusion;telecommunication security","low probability-of-exploitation waveform design;information exchange;PHY security key;mismatched filtering;cross ambiguity function processing;poor cross-correlation;poor autocorrelation properties;waveform characteristics;CAF;multiple distributed sensors;modern geolocation system;emitter;transmitted signals;barankin bound formulation","","","","","","","","IEEE","IEEE Conferences"
"Generating Realistic Data for Network Analytics","J. J. Aho; A. W. Witt; C. B. F. Casey; N. Trivedi; V. Ramaswamy","The MITRE Corporation, Bedford, MA; The MITRE Corporation, Bedford, MA; The MITRE Corporation, Bedford, MA; The MITRE Corporation, Bedford, MA; The MITRE Corporation, Bedford, MA","MILCOM 2018 - 2018 IEEE Military Communications Conference (MILCOM)","","2018","","","401","406","","","","10.1109/MILCOM.2018.8599782","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8599782","Network Management;Machine Learning;Generative Adversarial Networks;Synthetic Traffic Generation","Gallium nitride;Generators;Machine learning;Generative adversarial networks;Training;Monte Carlo methods","learning (artificial intelligence);neural nets;statistical analysis;telecommunication networks","communication networks;generative adversarial network;network analytics;network traffic;machine learning","","","","","","","","IEEE","IEEE Conferences"
"Models for Predicting Community-Specific Interest in News Articles","B. D. Horne; W. Dron; S. Adali","Rensselaer Polytechnic Institute, Troy, New York, 12180; Raytheon BBN Technologies, Cambridge, Massachusetts, 02138; Rensselaer Polytechnic Institute, Troy, New York, 12180","MILCOM 2018 - 2018 IEEE Military Communications Conference (MILCOM)","","2018","","","46","51","","","","10.1109/MILCOM.2018.8599783","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8599783","news;news engagement;online communities;machine learning;cold-start;concept drift;content features","Predictive models;Machine learning;Data models;Feature extraction;Big Data;Computational modeling;Media","learning (artificial intelligence);pattern classification","news article;content-based features;ROC AUC;community-specific interest prediction;hierarchical structure;binary classifiers;multiclass model;feature group dependent prediction;community-pair dependent prediction","","","","","","","","IEEE","IEEE Conferences"
"Dronecrypt - An Efficient Cryptographic Framework for Small Aerial Drones","M. O. Ozmen; A. A. Yavuz","Oregon State University, Corvallis, Oregon, USA; University of South Florida, Tampa, FL, USA","MILCOM 2018 - 2018 IEEE Military Communications Conference (MILCOM)","","2018","","","1","6","","","","10.1109/MILCOM.2018.8599784","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8599784","","Drones;Cryptography;Standards;Energy consumption;Protocols;Elliptic curves;Computer security","autonomous aerial vehicles;control engineering computing;energy conservation;multi-robot systems;public key cryptography","optimized public key infrastructure based framework;small aerial drones;energy efficient techniques;networked aerial drone systems;standard cryptographic services;speed advantages;energy efficiency;search-rescue operations","","1","","","","","","IEEE","IEEE Conferences"
"Robust Neural Malware Detection Models for Emulation Sequence Learning","R. Agrawal; J. W. Stokes; M. Marinescu; K. Selvaraj","University of California at Santa Cruz, Santa Cruz, CA, 95064, USA; Microsoft Research, One Microsoft Way, Redmond, WA, 98052, USA; Microsoft Corp., One Microsoft Way, Redmond, WA, 98052, USA; Microsoft Corp., One Microsoft Way, Redmond, WA, 98052, USA","MILCOM 2018 - 2018 IEEE Military Communications Conference (MILCOM)","","2018","","","1","8","","","","10.1109/MILCOM.2018.8599785","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8599785","Malware detection;Neural models;LSTM;Convoluted Partitioning of Long Sequences","Malware;Computational modeling;Emulation;Computer security;Task analysis;Vocabulary;Data models","convolutional neural nets;invasive software;learning (artificial intelligence);pattern classification","extremely long file sequences;robust neural Malware detection models;emulation sequence;malicious software;continuously evolving challenge;computer security;malicious files;legitimate files;malicious command sequences;Malware authors;malicious variations;secure environment;early malware detection;emulated command sequences;malicious operation;malicious event actions;known target labels;end-to-end learning models;sequential malware classification models;malicious activity;specialized models;extremely long sequences;sequential data;event sequences","","3","","","","","","IEEE","IEEE Conferences"
"Publish/Subscribe Versus a Content-Based Approach for Information Dissemination","F. T. Johnsen; L. Landmark; M. Hauge; E. Larsen; Ø. Kure","Norwegian Defence Research Establishment (FFI), Kjeller, Norway; Norwegian Defence Research Establishment (FFI), Kjeller, Norway; Norwegian Defence Research Establishment (FFI), Kjeller, Norway; Norwegian Defence Research Establishment (FFI), Kjeller, Norway; Norwegian Defence Research Establishment (FFI), Kjeller, Norway","MILCOM 2018 - 2018 IEEE Military Communications Conference (MILCOM)","","2018","","","1","9","","","","10.1109/MILCOM.2018.8599786","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8599786","","Standards;Service-oriented architecture;Protocols;IP networks;Buildings;Force;Simple object access protocol","information dissemination;message passing;middleware;military computing;open systems;service-oriented architecture;Web services","NDN;tactical networks;NATO Friendly Force Information;respective approaches;publish/subscribe versus;WS-Notification standard;event-driven communication;NATO enterprise;coalition networks;SOAP Web services;Message Queuing Telemetry Transport;information dissemination;named data networking;service-oriented architecture paradigm;publish/subscribe approaches;OASIS;interoperability;MQTT;content-based networking;SOA paradigm;NFFI","","","","","","","","IEEE","IEEE Conferences"
"Efficient Multirate Filter Bank Structure with Full Spectral Utilization for Multicarrier Communications","R. Kadlimatti; A. T. Fam","Advanced Wireless Systems Research Center, The State University of New York at Oswego, Oswego, USA; Department of Electrical Engineering, The State University of New York at Buffalo, Buffalo, USA","MILCOM 2018 - 2018 IEEE Military Communications Conference (MILCOM)","","2018","","","697","702","","","","10.1109/MILCOM.2018.8599787","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8599787","Multirate filter bank;FIR filters;Polyphase;Full spectral utilization;Multicarrier communications;FBMC","Filter banks;Finite impulse response filters;IIR filters;Passband;Bandwidth;Delays","channel bank filters;filtering theory;FIR filters;low-pass filters","dual filter bank structure;filter bands;multiband structure;filter response;polyphase filter bank structure;multiband filter;low pass filter;FIR filters;efficient multirate filter bank structure","","","","","","","","IEEE","IEEE Conferences"
"Satellite Downlink Jamming Propagation Measurements at Ku-Band","C. A. Hofmann; A. Knopp","Bundeswehr University Munich, Chair of Signal Processing, Neubiberg, 85579, Germany; Bundeswehr University Munich, Chair of Signal Processing, Neubiberg, 85579, Germany","MILCOM 2018 - 2018 IEEE Military Communications Conference (MILCOM)","","2018","","","853","858","","","","10.1109/MILCOM.2018.8599788","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8599788","","Jamming;Antenna measurements;Downlink;Receiving antennas;Satellites;Directive antennas","directive antennas;jamming;microwave antennas;multipath channels;radio receivers;satellite antennas;satellite ground stations","channel measurements;small-scale mobile jammer;nonline-of-sight channel;high elevation angle;measured path loss;jamming signal;portable jammers;hidden jammers;earth station;satellite downlink jamming propagation measurements;Ku-band frequencies;multipath signal components;jamming power;directional antenna;satellite ground station dish antenna","","","","","","","","IEEE","IEEE Conferences"
