Document Title,Authors,Author Affiliations,Publication Title,Date Added To Xplore,Publication Year,Volume,Issue,Start Page,End Page,Abstract,ISSN,ISBNs,DOI,Funding Information,PDF Link,Author Keywords,IEEE Terms,INSPEC Controlled Terms,INSPEC Non-Controlled Terms,Mesh_Terms,Article Citation Count,Reference Count,License,Online Date,Issue Date,Meeting Date,Publisher,Document Identifier
"A control system for a low power bidirectional front-end for resonating sensors","L. Marchetti; Y. Berg; O. Mirmotahari; M. Azadmehr","Department of Micro Systems (IMS), University College of Southeast Norway, Norway; Department of Micro Systems (IMS), University College of Southeast Norway, Norway; Department of informatics, University of Oslo, Norway; Department of Micro Systems (IMS), University College of Southeast Norway, Norway","2017 IEEE 14th International Conference on Networking, Sensing and Control (ICNSC)","","2017","","","322","326","In this paper, we propose a digital control system to automatize the operation of a bidirectional front-end for resonating sensors. Due to the simplicity, the control system is power conservative and compact. The main source of power consumption in the bidirectional front-end is the amplifier used to read-out the sensor. Power can be saved by turning off the amplifier after a few periods of the oscillating signal, which is enough to detect the resonant frequency of the sensor. The concept was initially proved by performing simulations in SPICE by using AMS-350nm CMOS technology model. A prototype was realized with discrete components on a PCB and tested with a power supply of 5V. The reading cycle was fixed at 10kHz and a RLC load has been used as model of a MEMS resonant sensor. The values for the RLC components used for the tests are 100Ω, 270pF, 10mH. The nominal power consumption of the front-end without the support of the sleeping mode is 1.7mW while the sleeping mode with reading one oscillation period reduces the power dissipation to 270μW(15.88% of 1.7mW).","","","10.1109/ICNSC.2017.8000112","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8000112","","Control systems;RLC circuits;Power supplies;Clocks;Radiation detectors;Sensor systems","digital control;low-power electronics;micromechanical resonators;microsensors;power amplifiers;power control;readout electronics;RLC circuits;SPICE","low power bidirectional front-end;resonating sensors;digital control system;power conservative control system;compact control system;power consumption;amplifier;sensor read-out;power saving;oscillating signal;resonant frequency detection;SPICE;AMS-350nm CMOS technology model;PCB;power supply;reading cycle;RLC load;MEMS resonant sensor;RLC components;sleeping mode;oscillation period;power dissipation;voltage 5 V;frequency 10 kHz;resistance 100 ohm;capacitance 270 pF;power 1.7 mW","","2","","","","","","IEEE","IEEE Conferences"
"SensX: About sensing and assessment of complex human motion","A. Ebert; M. Kiermeier; C. Marouane; C. Linnhoff-Popien","Mobile and Distributed Systems Group, Institute for Computer Science, Ludwig-Maximilians-University, Munich, Oettingenstr. 67, 80538, Germany; Mobile and Distributed Systems Group, Institute for Computer Science, Ludwig-Maximilians-University, Munich, Oettingenstr. 67, 80538, Germany; Mobile and Distributed Systems Group, Institute for Computer Science, Ludwig-Maximilians-University, Munich, Oettingenstr. 67, 80538, Germany; Mobile and Distributed Systems Group, Institute for Computer Science, Ludwig-Maximilians-University, Munich, Oettingenstr. 67, 80538, Germany","2017 IEEE 14th International Conference on Networking, Sensing and Control (ICNSC)","","2017","","","327","332","The great success of wearables and smartphone apps for provision of extensive physical workout instructions boosts a whole industry dealing with consumer oriented sensors and sports equipment. But with these opportunities there are also new challenges emerging. The unregulated distribution of instructions about ambitious exercises enables unexperienced users to undertake demanding workouts without professional supervision which may lead to suboptimal training success or even serious injuries. We believe, that automated supervision and realtime feedback during a workout may help to solve these issues. Therefore we introduce four fundamental steps for complex human motion assessment and present SensX, a sensor-based architecture for monitoring, recording, and analyzing complex and multi-dimensional motion chains. We provide the results of our preliminary study encompassing 8 different body weight exercises, 20 participants, and more than 9,220 recorded exercise repetitions. Furthermore, insights into SensXs classification capabilities and the impact of specific sensor configurations onto the analysis process are given.","","","10.1109/ICNSC.2017.8000113","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8000113","activity recognition;inertial sensors;human motion assessment","Accelerometers;Extremities;Tracking;Central Processing Unit;Sensor systems;Training","sensors;sports equipment","complex human motion;wearables;smartphone apps;industry dealing;consumer oriented sensors;sports equipment;unregulated distribution;unexperienced users;professional supervision;suboptimal training success;serious injuries;automated supervision;feedback;human motion assessment;sensor-based architecture;monitoring;multidimensional motion chains;SensXs classification;sensor configurations","","2","","","","","","IEEE","IEEE Conferences"
"Real-time wireless UWB sensor network for person monitoring","M. Drutarovsky; D. Kocur; M. Svecova; N. M. Garcia","Technical University of Kosice, Department of Electronics and Multimedia Communications, Slovakia; Technical University of Kosice, Department of Electronics and Multimedia Communications, Slovakia; Technical University of Kosice, Department of Electronics and Multimedia Communications, Slovakia; University Beira Interior, Department of Computer Science, Covilhã, Portugal","2017 14th International Conference on Telecommunications (ConTEL)","","2017","","","19","26","Ultra-wide band (UWB) radar is a very perspective technology for short-range localization and tracking of moving persons. UWB radar sensor network (UWB-SN) employing the centralized data fusion method can significantly improve tracking capabilities of more people in complex building environments. In this paper we present real-time performing wireless UWB-SN hardware demonstrator. Its sensor nodes use M-sequence UWB radars front-end and low-cost ARM based quad-core microcomputer (ARM-MC) as a main signal processing block. The ARM-MC based on Raspberry Pi provides processing power for the preprocessing of received raw radar signals, algorithms for detection and estimation of target's coordinates, and finally compression of data sent to the data fusion center. Low-rate data streams (3600-6000 bits/s/node) of compressed target coordinates are sent from each sensor node to the data fusion center in the central node by using RF transceivers with integrated ARM microcontroller. The proposed UWB-SN uses wireless RF communication by using FSK modulation in free short range devices (SRD) 868-870 MHz frequency band concurrently with operation of the UWB radar front-end. Experimental testing confirmed real-time performance of developed UWB-SN hardware and acceptable precision of software algorithms implemented in 32-bit arithmetic. The introduced modular architecture of UWB-SN can be used for fast development and testing of new real-time people tracking applications.","","","10.23919/ConTEL.2017.8000034","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8000034","M-sequence;person tracking;sensor network;UWB radar","Ultra wideband radar;Doppler radar;Radar tracking;Radar antennas;Real-time systems;Data integration","frequency shift keying;m-sequences;sensor fusion;ultra wideband radar;wireless sensor networks","real-time wireless UWB radar sensor network;person monitoring;ultra-wide band radar;centralized data fusion method;wireless UWB-SN hardware demonstrator;M-sequence UWB radars front-end;low-cost ARM based quad-core microcomputer;ARM-MC;Raspberry Pi;RF transceivers;FSK modulation;free short range devices;SRD","","5","","","","","","IEEE","IEEE Conferences"
"Smart office lighting control using occupancy sensors","X. Wang; T. Tjalkens; J. Linnartz","Department of Electrical Engineering, Eindhoven University of Technology, The Netherlands; Department of Electrical Engineering, Eindhoven University of Technology, The Netherlands; Philips Lighting Research and Department of Electrical Engineering, Eindhoven University of Technology, The Netherlands","2017 IEEE 14th International Conference on Networking, Sensing and Control (ICNSC)","","2017","","","453","458","Nowadays, despite the use of efficient LED lighting, lighting consumes a considerable amount of energy. To reduce the energy consumption, many office lighting systems are equipped with occupancy sensors. Since these sensors have a limited reliability in detecting presence, usually very conservative strategies are used such as keeping the lights on for fifteen minutes after the last detected presence. In this paper, we propose a novel lighting control strategy for an office that considers the sensor output as a noisy observation of the real occupancy status. Simulation results show that compared with conventional “on/off” strategy, it saves more energy.","","","10.1109/ICNSC.2017.8000135","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8000135","","Sensors","energy conservation;intelligent control;light emitting diodes;lighting control;office automation","smart office lighting control;occupancy sensors;LED lighting;energy consumption reduction;energy saving","","3","","","","","","IEEE","IEEE Conferences"
"Evaluating machine learning algorithms for applications with humans in the loop","A. K. Gopalakrishna; T. Ozcelebi; J. J. Lukkien; A. Liotta","System Architecture and Networking Group, Dept. of Mathematics and Computer Science, Eindhoven University of Technology, The Netherlands; System Architecture and Networking Group, Dept. of Mathematics and Computer Science, Eindhoven University of Technology, The Netherlands; System Architecture and Networking Group, Dept. of Mathematics and Computer Science, Eindhoven University of Technology, The Netherlands; Electro-Optical Communications, Dept. of Electrical Engineering, Eindhoven University of Technology, The Netherlands","2017 IEEE 14th International Conference on Networking, Sensing and Control (ICNSC)","","2017","","","459","464","Applications employing data classification such as smart lighting that involve human factors such as perception lead to non-deterministic input-output relationships where more than one output may be acceptable for a given input. For these so called non-deterministic multiple output classification (nDMOC) problems, the relationship between the input and output may change over time making it difficult for the machine learning (ML) algorithms in a batch setting to make predictions for a given context. In this paper, we describe the nature of nDMOC problems and discuss the Relevance Score (RS) that is suitable in this context as a performance metric. RS determines the extent by which a predicted output is relevant to the user's context and behaviors, taking into account the inconsistencies that come with human (perception) factors. We tailor the RS metric so that it can be used to evaluate ML algorithms in an online setting at run-time. We assess the performance of a number of ML algorithms, using a smart lighting dataset with non-deterministic one-to-many input-output relationships. The results indicate that using RS instead of classification accuracy (CA) is suitable to analyze the performance of conventional ML algorithms applied to the category of nDMOC problems. Instance-based online ML gives the best RS performance. An interesting finding is that the RS keeps increasing with increasing number of samples, even after the CA performance converges.","","","10.1109/ICNSC.2017.8000136","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8000136","","Measurement;Prediction algorithms;Lighting;Machine learning algorithms;Electronic mail;Monitoring;Mood","human factors;learning (artificial intelligence);pattern classification","machine learning algorithms;humans in the loop;data classification;human factors;nondeterministic input-output relationships;nondeterministic multiple output classification;nDMOC problems;ML algorithms;relevance score;RS metric;user context;user behaviors;human perception;smart lighting dataset;nondeterministic one-to-many input-output relationships;classification accuracy;CA","","3","","","","","","IEEE","IEEE Conferences"
"Coexistence performance model for a large ZigBee lighting sensor network in the 2.4 GHz ISM band","C. Papatsimpa; J. Linnartz","Eindhoven University of Technology, Postbus 513, NL; Eindhoven University of Technology, Philips Lighting Research, Netherlands","2017 IEEE 14th International Conference on Networking, Sensing and Control (ICNSC)","","2017","","","465","470","A ZigBee (802.15.4) lighting network is potentially vulnerable to interference by other wireless technologies that operate in the same Industrial, Scientific and Medical (ISM) frequency band, such as Wi-Fi (802.11). In order to minimize the effect of external interference, nodes can dynamically adapt radio parameters, based on monitoring information about the current spectrum usage and relevant performance metrics. In this work, we provide an accurate model to evaluate the performance of a ZigBee lighting network with multiple nodes under the effect of combined interference (external interference, for example from Wi-Fi, and contention within the ZigBee network itself). The proposed model takes into consideration the ZigBee network size, the back off process and packet re-transmission attempts in the CSMA/CA mechanism, to provide performance metrics given the Wi-Fi interference pattern. We quantify external interference based on a Markov chain model. A detailed analytical model enables interference aware communication protocols to dynamically adjust the protocol parameters in order to achieve the required quality of service.","","","10.1109/ICNSC.2017.8000137","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8000137","","IEEE 802.15 Standard;Interference;Wireless fidelity;Protocols;ZigBee;Markov processes;Lighting","Markov processes;protocols;quality of service;radiofrequency interference;Zigbee","ZigBee lighting sensor network;coexistence performance model;ZigBee 802.15.4 lighting network;wireless technologies;industrial scientific and medical frequency band;ISM frequency band;external interference;radio parameters;monitoring information;performance metrics;CSMA/CA mechanism;Wi-Fi interference pattern;Markov chain model;interference aware communication protocols;quality of service","","1","","","","","","IEEE","IEEE Conferences"
"An unobtrusive practical method to derive individual's lighting conditions in office environments","J. van Duijnhoven; C. de Bakker; M. Aarts; A. Rosemann; H. Kort","Eindhoven University of Technology (TU/e), Department of the Built environment, unit BPS, the Netherlands; Eindhoven University of Technology (TU/e), Department of the Built environment, unit BPS, the Netherlands; Eindhoven University of Technology (TU/e), Department of the Built environment, unit BPS, the Netherlands; Eindhoven University of Technology (TU/e), Department of the Built environment, unit BPS, the Netherlands; Eindhoven University of Technology (TU/e), Department of the Built environment, unit BPS, the Netherlands","2017 IEEE 14th International Conference on Networking, Sensing and Control (ICNSC)","","2017","","","471","475","The benefits of light in offices beyond enabling visual tasks have been demonstrated in former studies. Light positively influences outcome measures such as human's health, wellbeing, visual comfort, motivation, and environmental satisfaction. In order to measure the effects of light on the individual outcome measures, it is of high importance to correctly measure lighting conditions in realistic environments per individual. This paper describes a six-step practical method to derive lighting conditions for all work places in an office building based on continuous reference measurements. The method proposed in this paper allows the shift from laboratory studies to field studies so that the real effect of office lighting can be investigated simultaneously while the office worker is doing his or her real work.","","","10.1109/ICNSC.2017.8000138","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8000138","novel method;lighting measurements;field studies;experimental method;derivations","Lighting;Buildings;Visualization;Employment;Instruments;Computational modeling;Temperature measurement","buildings (structures);lighting;office environment","unobtrusive practical method;lighting conditions;office environments;visual tasks;human health;wellbeing;visual comfort;motivation;environmental satisfaction;outcome measures;office building;continuous reference measurements","","","","","","","","IEEE","IEEE Conferences"
"Assessing the energy use of occupancy-based lighting control strategies in open-plan offices","C. de Bakker; T. van de Voort; J. van Duijhoven; A. Rosemann","Unit Building Physics and Services, Eindhoven University of Technology, The Netherlands; Unit Building Physics and Services, Eindhoven University of Technology, The Netherlands; Unit Building Physics and Services, Eindhoven University of Technology, The Netherlands; Unit Building Physics and Services, Eindhoven University of Technology, The Netherlands","2017 IEEE 14th International Conference on Networking, Sensing and Control (ICNSC)","","2017","","","476","481","Occupancy-based lighting control can be applied at several resolution levels. To aid lighting designers in choosing the appropriate solution for a specific open-plan office case, this paper presents a simulation tool which enables calculating the lighting energy use for the different control strategies. By using a stochastic modelling approach and input parameters as users' function type, the office's policy and special absences, the model could reflect the actual occupancy behaviour in the office at hand. The results of the model were validated with occupancy data from several studies and found to be similar enough to conclude that the model can be trusted and applied. A convergence analysis showed that 1000 iterations are required to produce these reliable results. This paper discusses the development of the tool, its performance as well as the deviations found between its output and measurements on the average occupancy of the different occupancy types. Further research on occupancy patterns of different job function types would improve the model as well as extend its applicability.","","","10.1109/ICNSC.2017.8000139","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8000139","stochastic modelling;occupancy spread;energy consumption;convergence analysis;occupancy patterns","Lighting;Data models;Mathematical model;Aerospace electronics;Lighting control;Energy consumption;Stochastic processes","convergence of numerical methods;iterative methods;lighting control;stochastic processes","occupancy-based lighting control strategies;open-plan offices;lighting energy usage;simulation tool;stochastic modelling approach;office policy;actual occupancy behaviour;occupancy data;convergence analysis","","","","","","","","IEEE","IEEE Conferences"
"Cost-sensitive task routing and resource provisioning in geo-distributed clouds","H. Yuan; J. Bi; M. Zhou","School of Software Engineering, Beijing Jiaotong University, 100044, China; School of Software Engineering, Beijing University of Technology, 100124, China; Department of Electrical and Computer Engineering, New Jersey Institute of Technology, Newark, 07102 USA","2017 IEEE 14th International Conference on Networking, Sensing and Control (ICNSC)","","2017","","","507","512","Many different types of applications simultaneously execute in current data centers (DCs). To provide low cost and improved performance, each application is typically deployed in distributed DCs. Tasks of users around the world first go through Internet service providers (ISPs) which deliver data between distributed DCs and users. However, capacities and bandwidth cost of different ISPs vary. Besides, energy cost of multiple DCs located in different geographical places is different. With the growth of tasks, the DC provider's energy and ISP bandwidth cost is huge and continues to increase. Therefore, due to the energy and bandwidth cost difference in different geographical places, it is highly difficult to minimize the DC provider's total cost. Therefore, to tackle the problem, this work proposes a cost-sensitive task routing approach that can jointly specify the optimal selection of available ISPs for the arriving tasks, and the optimal number of switched-on servers in each DC. Finally, the simulation with tasks in Google's data center shows the proposed cost-sensitive task routing approach can effectively decrease the DC provider's cost, and raise system throughput in comparison with some typical scheduling method.","","","10.1109/ICNSC.2017.8000144","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8000144","data center;task routing;cost optimization;cloud performance analysis","Routing;Servers;Bandwidth;Switches;Cloud computing;Time factors;Analytical models","cloud computing;computer centres;costing;minimisation;scheduling","cost-sensitive task routing;resource provisioning;geo-distributed clouds;data centers;distributed DCs;Internet service providers;ISP bandwidth cost;geographical places;DC provider total cost minimization;Google data center;scheduling method","","","","","","","","IEEE","IEEE Conferences"
"A reputation framework to share resources into IoT-based environments","P. De Meo; F. Messina; M. N. Postorino; D. Rosaci; G. M. L. Sarné","DICAM, University of Messina, Italy; DMI, University of Catania, Italy; DICEAM, University Mediterranea, Reggio Calabria, Italy; DIIES, University Mediterranea, Reggio Calabria, Italy; DICEAM, University Mediterranea, Reggio Calabria, Italy","2017 IEEE 14th International Conference on Networking, Sensing and Control (ICNSC)","","2017","","","513","518","Internet of Things (IoT) is an emerging paradigm for cooperation among physical objects provided with computational and communication capabilities. The great amount of interactions occurring within the IoT environments expose IoT users and interconnected objects to security and privacy risks. Consequently, adding security and privacy into the IoT domain is fundamental for a wider IoT diffusion. In open and dynamic IoT environments such problems are more relevant for the greater possibility of anomalous behaviors and the adoption of approaches uniquely based on authentication methods could result infeasible and/or inadequate for creating an effective trustworthiness atmosphere. A possible solution, widely applied and investigated in different fields, is represented by trust- and reputation-based systems. To tackle the issues above we conceived a distributed reputation model along with a framework to manage information about IoT devices reputation. In particular, the model provides some countermeasures to detect malicious or cheating devices. To test the performance of our proposal, a set of experiments simulating the vehicular mobility on a basic urban network has been executed by providing promising results.","","","10.1109/ICNSC.2017.8000145","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8000145","","Radio frequency;Performance evaluation;Authentication;Privacy;Atmospheric modeling;Computational modeling","data privacy;Internet of Things;resource allocation;road vehicles;security of data;traffic engineering computing;trusted computing","reputation framework;resource sharing;IoT-based environments;Internet of Things;physical objects;computational capabilities;communication capabilities;IoT environments;IoT users;interconnected objects;security risks;privacy risks;IoT diffusion;open IoT environments;dynamic IoT environments;anomalous behaviors;authentication methods;trustworthiness atmosphere;trust-and reputation-based systems;distributed reputation model;IoT devices reputation;malicious device detection;cheating device detection;vehicular mobility;urban network","","1","","","","","","IEEE","IEEE Conferences"
"Optimal energy management integrating renewable energy, energy storage systems and electric vehicles","M. P. Fanti; A. M. Mangini; M. Roccotelli; W. Ukovich","Department of Electrical and Information Engineering, Polytechnic of Bari, Italy 70125; Department of Electrical and Information Engineering, Polytechnic of Bari, Italy 70125; Department of Electrical and Information Engineering, Polytechnic of Bari, Italy 70125; Department of Engineering and Architecture, University of Trieste, Italy","2017 IEEE 14th International Conference on Networking, Sensing and Control (ICNSC)","","2017","","","519","524","This paper addresses the problem of the energy management of cooperative district microgrids: the goal is maximizing the utilization of energy bought at the day-ahead energy market by avoiding the real-time purchase of additional energy. To this purpose the District Energy Management System (DEMS) controls the real-time energy consumption of the district and minimizes additional real-time energy requests. A Linear Programming problem is formulated and solved by the DEMS by optimally integrating renewable energy sources, storage systems and electric vehicles considered energy storages in the district microgrids. A case study enlightens and compares the benefits of the presented strategy.","","","10.1109/ICNSC.2017.8000146","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8000146","","Buildings;Microgrids;Real-time systems;Energy storage;Silicon;Renewable energy sources","distributed power generation;electric vehicles;linear programming;power system management;renewable energy sources","optimal energy management;renewable energy;energy storage systems;electric vehicles;cooperative district microgrids;district energy management system;DEMS;linear programming problem;district microgrids","","6","","","","","","IEEE","IEEE Conferences"
"Adaptive filtering as a service for smart city applications","R. Petrolo; V. Loscri; N. Mitton; E. Herrmann","Rice University, USA; Inria Lille - Nord Europe, France; Inria Lille - Nord Europe, France; ATOS, Spain","2017 IEEE 14th International Conference on Networking, Sensing and Control (ICNSC)","","2017","","","525","530","Smart cities are a key factor in the consumption of materials and resources. As populations grow and resources become scarcer, the efficient usage of these limited goods becomes more important. Building on and integrating with a huge amount of data, the cities of the future are becoming a realization today. There are millions of sensors in place already, monitoring various things in metropolises. In the near future, these sensors will multiply until they can monitor everything from streetlights and trashcans to road conditions and energy consumption. In this context, effective strategies or solutions for refining data sets can play a key role. Based on these premises, we propose intelligent and adaptive filtering mechanisms as a service (FIlAAS) integrated in the VITAL-OS middleware and will show their feasibility and their effectiveness in the smart city context.","","","10.1109/ICNSC.2017.8000147","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8000147","Smart Cities;IoT;CoT;Filtering","Filtering;Smart cities;Tools;Monitoring;Intelligent sensors","adaptive filters;cloud computing;energy consumption;information filtering;middleware;monitoring;operating systems (computers);smart cities","adaptive filtering as a service;smart city;monitoring;streetlights;trashcans;road conditions;energy consumption;intelligent filtering;FIlAAS;VITAL-OS;middleware","","","","","","","","IEEE","IEEE Conferences"
"Applying classification methods to model standby power consumption in the Internet of Things","L. Andrade; R. Rios; T. Nogueira; C. Prazeres","WISER @ DCC, Federal University of Bahia, Salvador, Brazil; WISER @ DCC, Federal University of Bahia, Salvador, Brazil; WISER @ DCC, Federal University of Bahia, Salvador, Brazil; WISER @ DCC, Federal University of Bahia, Salvador, Brazil","2017 IEEE 14th International Conference on Networking, Sensing and Control (ICNSC)","","2017","","","537","542","This paper presents an approach that combines Internet of Things (IoT) technologies and classification methods to improve efficient usage of power consumption. We focused on energy use of electronic devices on standby mode, which represent from 5 to 26% of power consumption in a home. The proposed approach aims at predicting situation in which devices on standby can be turned off, reducing power consumption. In summary, our approach uses motion and current sensors connected to an IoT infrastructure to build a profile about the presence of people at home. Results obtained from our approach present a reduction of the electric energy consumption by applying Machine Learning methods on Internet of Things scenarios.","","","10.1109/ICNSC.2017.8000149","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8000149","","Home appliances;Power demand;Logic gates;Sensors;Energy consumption;Databases;Monitoring","building management systems;home computing;Internet of Things;learning (artificial intelligence);pattern classification;power consumption;power engineering computing","classification methods;standby power consumption;Internet of Things;IoT technologies;electronic devices;home;motion sensors;current sensors;electric energy consumption;machine learning","","","","","","","","IEEE","IEEE Conferences"
"Bi-level programming for the energy retrofit planning of street lighting systems","R. Carli; M. Dotoli","Dept. of Electrical and Information Engineering, Politecnico di Bari, Italy; Dept. of Electrical and Information Engineering, Politecnico di Bari, Italy","2017 IEEE 14th International Conference on Networking, Sensing and Control (ICNSC)","","2017","","","543","548","This paper addresses strategic decision making issues for the energy management of urban street lighting. We propose a hierarchical decision procedure that supports the energy manager in determining the optimal energy retrofit plan of an existing public street lighting system throughout a wide urban area. A bi-level programming model integrates several decision making units, each focusing on the energy optimization of a specific limited zone lighting system, and a central decision unit, aiming at a fair distribution of actions among these various systems, while ensuring an efficient use of public funds. We apply the technique to the case study of the city of Bari (Italy), to demonstrate the applicability and efficiency of the proposed optimization model.","","","10.1109/ICNSC.2017.8000150","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8000150","street lighting;energy management;energy efficiency;decision support system;hierarchical optimization;bilevel programming","Lighting;Decision making;Optimization;Urban areas;Programming;Planning;Energy efficiency","decision making;energy management systems;mathematical programming;public finance;strategic planning;street lighting","bi-level programming;strategic decision making;energy management;hierarchical decision procedure;optimal energy retrofit plan;public street lighting system;urban street lighting system;energy optimization model;zone lighting system;central decision unit;public funds;Bari city;Italy","","","","","","","","IEEE","IEEE Conferences"
"Performance study for a novel vertical axis wind turbine based on simulation analysis","C. Ma; L. Song; M. Zhang","School of Mechtronics Engineering, Henan University of Science and Technology, Luoyang, China; School of Mechtronics Engineering, Henan University of Science and Technology, Luoyang, China; School of Mechtronics Engineering, Henan University of Science and Technology, Luoyang, China","2017 IEEE 14th International Conference on Networking, Sensing and Control (ICNSC)","","2017","","","549","554","The drag-type vertical axis wind turbines (VAWTs) have advantages of simple structure, self-starting at low wind speed and low cost, but they show low wind energy conversion efficiencies. A novel vertical axis wind turbine is proposed aiming to improve the disadvantage of the traditional wind turbines based on bionic principle in this paper. The structure of the novel vertical axis wind rotor is designed by combining traditional Savonius wind rotor structure and fish's ridge structure. Aerodynamic performance of the novel wind rotor and a traditional Savonius wind rotor are numerically explored and predicted by numerical simulation method for their non-linear two-dimensional unsteady flows. Performance comparison of the two wind rotors is also carried out. The results show that the novel wind rotor has better performance for torque and power coefficient on lower tip speed ratio (TSR) conditions than traditional Savonius rotor. Based on the simulation analysis of the two different types of wind rotors, we present the approach of changing and reconstructing different curvatures to obtain higher efficiency.","","","10.1109/ICNSC.2017.8000151","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8000151","VAWTs;Aerodynamics performance;Tip-speed ratio (TSR);Numerical simulation","Rotors;Wind turbines;Blades;Fish;Mathematical model;Wind speed;Aerodynamics","aerodynamics;mechanical engineering computing;rotors (mechanical);torque;wind turbines","simulation analysis;drag-type vertical axis wind turbines;VAWT;low wind energy conversion efficiencies;bionic principle;vertical axis wind rotor;Savonius wind rotor structure;fish ridge structure;aerodynamic performance;Savonius wind rotors;numerical simulation;nonlinear 2D unsteady flows;torque;power coefficient;lower tip speed ratio;TSR conditions;curvatures","","1","","","","","","IEEE","IEEE Conferences"
"Mitigating production uncertainties of renewables by adjustable load scheduling","T. Gerres; Z. Lukszo","Faculty of Technology, Policy and Management, Delft University of Technology, The Netherlands; Faculty of Technology, Policy and Management, Delft University of Technology, The Netherlands","2017 IEEE 14th International Conference on Networking, Sensing and Control (ICNSC)","","2017","","","555","560","An increasing share of renewable energy sources (RES), such as wind and solar generation, is traded on the electricity markets. The volatility and forecast uncertainty of RES production cause market imbalances and hinder the transition towards emission-free electricity generation. Flexible load scheduling in the form of charging electric vehicles (EVs) offers an opportunity to counterbalance RES variability and forecast uncertainty and thereby enables a higher share of renewables. A stochastic linear multistage optimisation approach is presented to explore the benefits of combining RES production and flexible EV charging in the form of a hybrid aggregator trading on the liberalised electricity market. Model results show that the hybrid aggregator is able to minimise its imbalance requirements, but uses RES production for charging only if such is financially optimal. Further research is required to explore the market impact of the hybrid aggregator and test its feasibility.","","","10.1109/ICNSC.2017.8000152","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8000152","RES market trading;controlled EV charging;load scheduling;stochastic optimisation;RES uncertainty","Production;Electricity supply industry;Batteries;Schedules;Uncertainty;Stochastic processes;Optimization","electric vehicle charging;load management;power generation scheduling;power markets;solar power;solar power stations;wind power;wind power plants","production uncertainty mitigation;adjustable load scheduling;renewable energy sources;wind generation;solar generation;liberalised electricity market;volatility;forecast uncertainty;RES production;market imbalances;emission-free electricity generation;charging electric vehicles;RES variability;flexible EV charging;imbalance requirements;hybrid aggregator trading","","","","","","","","IEEE","IEEE Conferences"
"Battery modeling and Kalman filter-based State-of-Charge estimation for a race car application","Ø. Gjengedal; P. J. S. Vie; M. Molinas","Norwegian University of Science and Technology, Trondheim, Norway; Institute for Energy Technology, Kjeller, Norway; Norwegian University of Science and Technology, Trondheim, Norway","2017 IEEE 14th International Conference on Networking, Sensing and Control (ICNSC)","","2017","","","561","567","This paper investigates a method for building a lithium-ion polymer battery model, which can be used as part of a model-based estimation technique to estimate battery State-of-Charge for a Formula Student electric race car application. The modeling strategy is based on developing an equivalent circuit, which can capture the behavior of the battery dynamics experienced at the competitions. The equivalent circuit model accounts for steady-state and dynamic contributions due to open-circuit voltage, internal resistance, and polarization dynamics. Using experimental cell tests that are representative of the current load experienced by the batteries, and Simulink Parameter Estimation to parameterize the equivalent circuit, a root-mean-square modeling error of 8.0 mV was obtained. Utilizing the model as part of an Extended Kalman Filter to estimate State-of-Charge, a root-mean-square estimation error of 0.58%, and a maximum absolute estimation error of 2.37% were achieved.","","","10.1109/ICNSC.2017.8000153","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8000153","Lithium-ion;Battery Equivalent Circuit;State-of-Charge;Extended Kalman Filter;Race Car;Formula Student","Batteries;Voltage measurement;Integrated circuit modeling;State of charge;Equivalent circuits;Data models;Kalman filters","automobiles;battery powered vehicles;equivalent circuits;Kalman filters;lithium compounds;secondary cells","battery modeling;Kalman filter-based state-of-charge estimation;race car application;lithium-ion polymer battery model;model-based estimation technique;Formula student electric race car application;equivalent circuit model;battery dynamics;steady-state contributions;dynamic contributions;open-circuit voltage;internal resistance;polarization dynamics;experimental cell tests;Simulink parameter estimation;root-mean-square modeling error;maximum absolute estimation error","","","","","","","","IEEE","IEEE Conferences"
